none,医療法人社団翠宏会 たじま医院,豊島区池袋2丁目61番5号エシールK.T 1F,03-3971-0388,がん治療，内科，婦人科，小児科,東京都,none,none,none,none,none,none,none
none,辻クリニック,千代田区麹町6-6-1長尾ビル8階,03-3221-2551,予防医学科 整形外科,東京都,none,none,none,none,none,none,none
none,創見皮フ科クリニック,町田市能ケ谷町1-5-8鶴川インペリアルビル4F,042-735-6287,皮膚科 美容皮膚科,東京都,none,none,none,none,none,none,none
https://www.iv-therapy.org/wp-content/uploads/2020/06/brace-dental01.jpg,none,千代田区麹町2-2-16ダブルリーブス半蔵門301,03-5214-4008,一般歯科，歯科，点滴療法，矯正歯科,東京都,"【治療方針】
噛むということは単に咀嚼するというだけでは無く、歯、顎関節、頭蓋骨の3つのバランスのとれた情報を、顎関節を基点として全身の神経・筋肉系へ信号を送ることと考えています。
ねじれた情報ではなくバランスのとれた情報を体の隅々に発信することが重要と考えます。
顎、頭蓋骨の歪みを戻して、顎関節と骨格が調和する様に調整いたします。
長い期間バランスを崩していると、それによって舌の使い方、食べ方、姿勢や体の筋肉の使い方などにも悪い影響を与えています。
当院では歯を治すだけではなく、歪みを治してお口の機能を上げる事により、全身の機能を上げることを考えて様々な指導をいたします。
◆冷えとり指導
◆食事の指導
◆噛み方指導
◆顎関節を傷めない使い方
◆舌の使い方
◆立ち方、歩き方、座り方
◆腰、股関節を傷めない使い方
◆寝相、枕の選び方
【対応できる点滴療法】
噛み合わせ治療は、本来の健康な体を取り戻すためものです。更にそこから一歩進んで、日々の健康増進を望まれる方もいらっしゃいます。
免疫力を高めたり、抗酸化力を強化するだけではなく歯周組織を強化して、日々の活力増進に欠かせないものとして考えております。
そのために当院では、高濃度ビタミンC点滴療法やDr.マイヤーズのマイヤーズカクテルを導入しています。","専門分野・得意とする点滴療法
私は歯科医師として、噛み合わせと顎関節の問題に長年取り組んでまいりました。
特に噛み合わせの不具合は、顎関節の位置変化をもたらします。これが原因となり眼・耳・鼻などに
さまざまな症状を引き起こすこともあります。
口腔・顎関節は、耳鼻科領域にも近接しますので、この領域にも影響します。
耳・鼻・めまい症状などがあれば、専門医の関与が必要になります。
当院では、日本耳鼻咽喉科学会認定医・日本めまい平衡医学会認定医の宮尾源二郎医師に、
歯科領域との関連を相談し、より広い視野の下で治療を進めております。
美味しく食べて健康な一生を過ごす。
舌を使い正しく噛む事で栄養の吸収や嚥下力や唾液の量も変化します。
更に高濃度ビタミンC点滴をして、免疫力、
抗酸化力をつけて健康増進に役立てて頂き、
活力に満ちた積極的な日々を過ごされることを願っております。","点滴や治療において心掛けていること
来院される患者様には、色々な不安や思い悩んでいらっしゃることがあります。
その１つ１つをお聞きして最良の方法を寄り添いながら一緒に考えていければと願っております。","来院を検討中の方へのメッセージ
何か歯や身体の不調で来院する方には、
まずは、その心配な身体の不調が歯や顎関節、頭蓋骨の歪みから来ているものかどうか診査、診断をいたします。
以前はなんでもなかったのに、首や肩が凝るようになった場合、左右前後の歯の高さ、
または噛む位置自体が違っていてバランスが乱れていることが考えられます。
この噛み合わせの不具合が原因となり、首や肩の筋肉に過剰な信号がでたり、
必要な信号が不足したりという事がしばしば見られます。
この信号の過不足が首や肩の凝りの原因につながっていきます。","高濃度ビタミンＣ点滴療法（アンチエイジング）,マイヤーズカクテル（ビタミン・ミネラル点滴）",https://brace-dental.com/,大森直樹
https://www.iv-therapy.org/wp-content/uploads/2020/06/34a93ab9d9c37508cb2d8d34933afefb-scaled.jpg,目黒駒沢リハビリ整形外科クリニック,目黒区東が丘1丁目1番12号-1F,03-5787-5203,,東京都,"駐車場は近隣に1台分あります。
各種口腔機能評価機器、唾液分析機器、体組成分析装置、骨密度測定装置、デジタルレントゲン装置、血圧脈波測定装置、美容医療トリートメント機器（ハイドラフェイシャル）、インソール作成用グラインダー、等の機器を揃え、全身を総合的に評価しております。","専門分野・得意とする点滴療法
日本抗加齢医学会専門医として総合的に診断します。
点滴療法ではプラセンタ注射、高濃度ビタミンC点滴注射、マイヤーズカクテル、グルタチオン点滴などを行っております。","点滴や治療において心掛けていること
常に感謝の気持ちを持ち、ヒポクラテスが諭した「First,do no harm」の原則、本邦の法律に則った医療を通して社会に貢献することを心掛けております。","来院を検討中の方へのメッセージ
必要に応じて全身状態の把握行い、ひとりひとりの状態に合わせた点滴療法をご提案しております。お気軽のご相談ください。","高濃度ビタミンＣ点滴療法（アンチエイジング）,マイヤーズカクテル（ビタミン・ミネラル点滴）,グルタチオン点滴療法,プラセンタ療法",http://www.mro-cl.com,藤田典往
none,チヨダオーラルヘルスケアクリニック,千代田区神田三崎町2-20-7水道橋西口会館3F,03-3288-8801,歯科,東京都,none,none,none,none,none,none,none
none,東京がんクリニック,中央区日本橋箱崎町17-8七山京ビル4階,03-5843-6782,腫瘍内科,東京都,none,none,none,none,none,none,none
none,茅場町こころのケアクリニック,中央区日本橋茅場町2-8-10碧山ビル2階,"アクセス
「茅場町駅」4b出口より徒歩0分",心療内科，精神科,東京都,none,none,none,none,none,none,none
none,東京月島クリニック,東京都中央区佃1-11-8ピアウエストスクエア2F,03-6219-5100,アンチエイジング，オーソモレキュラー栄養療法・点滴療法，がん治療，自由診療,東京都,none,none,none,none,none,none,none
none,医療法人財団健康院 健康院クリニック,中央区銀座6-7-4,0120-561-287,予防医療，点滴療法,東京都,none,none,none,none,none,none,none
none,グランプロクリニック銀座,中央区銀座2-8-18グランベル銀座5階,03-3538-5825,none,東京都,none,none,none,none,none,none,none
none,Original Beauty Clinic GINZA,中央区銀座1-6-8DEAR GINZA　４F,03-6271-0923,皮膚科，美容外科，美容皮膚科,東京都,none,none,none,none,none,none,none
none,六本木レディースクリニック,港区麻布十番1-5-18カートブラン麻布十番3階,03-6804-3208,婦人科,東京都,none,none,none,none,none,none,none
none,表参道ウェルネス統合医療クリニック,港区北青山3-9-8,診療科目,統合医療,東京都,none,none,none,none,none,none,none
none,医療法人社団 衣明会 衣理クリニック表参道,港区北青山3-5-30入来ビル4階,03-5786-0666,美容皮膚科,東京都,none,none,none,none,none,none,none
none,文京クリニック,文京区千駄木1-23-3カーサリーナ千駄木,03-3823-6614,内科，呼吸器科，腫瘍内科,東京都,none,none,none,none,none,none,none
none,サンクリニック ブレストケア・イムノケア,墨田区江東橋5-3-13写測ビル1F,03-5625-2067,乳腺外科，乳腺科（予約制），内科，消化器内科,東京都,none,none,none,none,none,none,none
none,none,江戸川区西瑞江3-6-95,03-5243-3666,内科，外科，整形外科,東京都,none,none,none,none,none,none,none
none,にしむらデンタルクリニック,江戸川区一之江8-19-6　彦新ビル2F,03-5663-8241,,東京都,none,none,none,none,none,none,none
none,つるかめクリニック,江戸川区松島1-41-20グランソレイユ2F,03-5879-2100,内科，整形外科，訪問診療,東京都,none,none,none,none,none,none,none
none,none,江戸川区東小松川1-12-11,03-5607-7051,オーソモレキュラー栄養療法・点滴療法，一般内科，一般外科，健康診断，心療内科，漢方内科,東京都,none,none,none,none,none,none,none
none,フジテレビ湾岸スタジオビル診療所,江東区青海2-3-23-1F,03-5530-9860,総合内科，腎臓内科,東京都,none,none,none,none,none,none,none
none,医療法人社団WiN 愛D歯科＆矯正歯科,品川区大井1-48-8三谷ビル,03-6429-8383,none,東京都,none,none,none,none,none,none,none
none,医療法人社団盛心会 タカラクリニック,品川区東五反田2-3-2タイセイビル9F,03-5793-3623,がん治療,東京都,none,none,none,none,none,none,none
none,蒲田よしのクリニック,大田区蒲田5-27-10蒲田TKビル1階,03-6424-7071,漢方内科，点滴療法,東京都,none,none,none,none,none,none,none
none,はらだ歯科クリニック,大田区蒲田5-27-10TKビル2階,03-3736-5556,一般歯科，口腔外科，矯正歯科,東京都,none,none,none,none,none,none,none
none,岩田レディースクリニック,大田区田園調布1-6-11パークビュウ田園調布1F,03-3722-1272,婦人科,東京都,none,none,none,none,none,none,none
none,竹内内科小児科医院,大田区田園調布本町40-12コンド田園調布201,03-3721-5222,アトピー治療，アレルギー科，アンチエイジング，アンチエイジング内科，アンチエイジング外来，アンチエイジング科，リウマチ・膠原病科，リウマチ科，内科，内科・胃腸科・小児科，小児皮膚科，小児科，循環器・消化器・糖尿，栄養療法　ダイエット外来，漢方内科，漢方内科　漢方皮膚科，漢方外来，漢方皮膚科，点滴外来，点滴療法，皮膚科，皮膚科・美容皮膚科，皮膚科など幅広く対応，総合内科，緩和ケア内科，美容内科，老年内科，自由診療，訪問診療，認知症,東京都,none,none,none,none,none,none,none
none,アンチエイジングデンタルクリニック恵比寿,渋谷区恵比寿西1-4-1VANDAビル2F,"アクセス
ＪＲ山手線恵比寿駅西口　東京メトロ日比谷線2番出口　徒歩2分",歯科,東京都,none,none,none,none,none,none,none
none,ごうデンタルクリニック,東京都目黒区平町1-27-2新井ビル２階,03-6459-5975,,東京都,none,none,none,none,none,none,none
none,Alohaさおり自由が丘クリニック,目黒区緑が丘2-24-15コリーヌ自由が丘EST　3階,03-6459-5068,内科，皮膚科，美容皮膚科,東京都,none,none,none,none,none,none,none
none,目黒やすだ内科クリニック,目黒区目黒3-10-13大鳥エステートビル4F,03-6303-2755,内科，漢方内科，糖尿病内科,東京都,none,none,none,none,none,none,none
none,ひろみ皮フ科クリニック,世田谷区宮坂2-17-2英月ビル1階,03-3420-7468,皮膚科 美容皮膚科,東京都,none,none,none,none,none,none,none
none,医療法人社団菱秀会 金内メディカルクリニック,新宿区西新宿7-5-25プライムスクエア２F,03-3365-5521,一般内科，健診・ドック,東京都,none,none,none,none,none,none,none
none,いりたに内科クリニック,杉並区和泉4-51-6　フォンテーヌ杉並１階,03-5305-5788,アレルギー科，内科,東京都,none,none,none,none,none,none,none
none,none,杉並区高井戸東２丁目２５−１３ ドリアンヴィラ 1Ｆ,03-5941-8451,審美歯科 インプラント 矯正 美容皮膚科,東京都,none,none,none,none,none,none,none
none,none,豊島区北大塚3-34-1DTビル4F,03-5907-6684,内科，皮膚科,東京都,none,none,none,none,none,none,none
none,none,東京都豊島区東池袋3ｰ1ｰ1サンシャイン7階,"アクセス
JR大塚駅北口より徒歩8分",内科，眼科,東京都,none,none,none,none,none,none,none
none,医療法人輝鳳会 池袋クリニック,豊島区南池袋1-25-11第15野萩ビル7F,06-6150-1117,がん治療,東京都,none,none,none,none,none,none,none
none,大同病院,豊島区高田3-22-8,"アクセス
JR山手線　高田馬場駅より徒歩１０分",none,東京都,none,none,none,none,none,none,none
none,小豆沢整形外科,板橋区小豆沢2丁目36-13マツエクリニックビル6F,03-5916-4970,none,東京都,none,none,none,none,none,none,none
none,医療法人社団翔生会 楠医院,板橋区赤塚6-23-14,03-3939-0096,オーソモレキュラー栄養療法・点滴療法，産婦人科,東京都,none,none,none,none,none,none,none
none,おざわクリニック,練馬区栄町29-1青山堂ビル2F,03-3992-8686,耳鼻咽喉科,東京都,none,none,none,none,none,none,none
none,練馬桜台クリニック,練馬区豊玉北4-11-9,03-5999-0723,内科，循環器科,東京都,none,none,none,none,none,none,none
none,サマンサクリニック,練馬区南田中3-7-27,03-6913-1670,none,東京都,none,none,none,none,none,none,none
none,石神井公園駅前えんじゅ内科クリニック,練馬区石神井町3-24-7岩田ビル3階,03-3995-7700,アンチエイジング内科，内科，点滴外来，点滴療法，自由診療,東京都,none,none,none,none,none,none,none
none,岡田クリニック,武蔵野市吉祥寺本町1-4-14ミヤケビル5F,0422-26-9029,アトピー治療 リウマチ科 整形外科 皮膚科,東京都,none,none,none,none,none,none,none
none,小机クリニック,あきる野市小中野160,042-596-3908,内科，小児科，循環器内科,東京都,none,none,none,none,none,none,none
none,デンタルクリニック伏木〜日野旭が丘〜,日野市旭が丘6-10-7,042-514-9118,歯科,東京都,none,none,none,none,none,none,none
none,福生どうぶつ愛護病院,福生市本町39-1,042-551-9659,動物診療全般,東京都,none,none,none,none,none,none,none
none,none,青梅市新町9-4-4,0428-31-4146,none,東京都,none,none,none,none,none,none,none
none,二俣尾診療所,青梅市二俣尾4-954-1,0428-78-8981,内科，歯科,東京都,none,none,none,none,none,none,none
none,こうご動物病院,多摩市落合3-14-1,042-400-7212,none,東京都,none,none,none,none,none,none,none
none,医療法人社団中興会 内外クリニック,千代田区有楽町0番地銀座インズ3,03-3562-5971,内科，消化器内科，皮膚科,東京都,none,none,none,none,none,none,none
none,日比谷公園前歯科医院,千代田区内幸町2丁目2-2富国生命ビル 地下1階,03-5510-5550,歯科 口腔外科,東京都,none,none,none,none,none,none,none
none,ヘルス・マネジメント・クリニック,中央区八重洲2-11-2城辺橋ビル1階,03-6271-8971,内科,東京都,none,none,none,none,none,none,none
none,銀座コクリコ美容外科,中央区銀座5-9-1銀座KOTYビル5階,03-3572-5965,美容外科，美容皮膚科,東京都,none,none,none,none,none,none,none
none,LonaLona CLINIC,港区新橋3-7-7　Tビル２階,03-3519-6767,美容皮膚科 美容内科,東京都,none,none,none,none,none,none,none
none,ヴィオラデンタルクリニック,港区芝2-2-15芝ヒロセビル３階,03-3455-6435,歯科,東京都,none,none,none,none,none,none,none
none,ホロン鳥居坂クリニック 耳鼻咽喉科アレルギー科,"アクセス
麻布十番駅すぐ",診療科目,アレルギー科,東京都,none,none,none,none,none,none,none
none,スキンソリューションクリニック青山通り,港区赤坂8-3-12,03-6455-5561,皮膚科,東京都,none,none,none,none,none,none,none
none,赤坂内視鏡クリニック,港区赤坂3-5-5ストロング赤坂ビル5階,03-6441-2528,内視鏡内科，消化器内科，胃腸内科,東京都,none,none,none,none,none,none,none
none,医療法人社団友裕会 石塚歯科医院,葛飾区東新小岩5-2-19,03-3695-6222,歯科,東京都,none,none,none,none,none,none,none
none,清澄白河アニマルクリニック,江東区白河1-6-15,03-5245-2721,イヌネコの一般診療，イヌネコの統合医療，オーソモレキュラー栄養療法・点滴療法，リハビリテーション科，動物診療全般，小動物医療，小動物診療，犬、猫、その他小動物の診療，獣医科,東京都,none,none,none,none,none,none,none
none,田口クリニック,品川区西五反田1-25-5,03-6417-4155,アレルギー科，内科，点滴療法,東京都,none,none,none,none,none,none,none
none,医療法人社団友徳発心会 ひめのともみクリニック,品川区大崎4-1-2ウィン第2五反田ビル4階,03-5436-7351,オーソモレキュラー栄養療法・点滴療法，栄養療法・点滴療法,東京都,none,none,none,none,none,none,none
none,医療法人 エルア会,大田区山王2-1-5大森駅ビル5階,03-6459-6823,,東京都,none,none,none,none,none,none,none
none,none,渋谷区神宮前5-50-6サクセス青山3F,03-6452-6405,口腔外科，口腔外科、インプラント，歯周病科，歯科，歯科　こども歯科，歯科・口腔外科，歯科・歯科口腔外科，歯科口腔外科，歯科矯正歯科，点滴療法,東京都,none,none,none,none,none,none,none
none,東京原宿クリニック,渋谷区神宮前６−２９−３原宿KYビル１０階,03-5962-7570,アンチエイジング，オーソモレキュラー栄養療法・点滴療法，サプリメント外来，バイオロジカル療法，一般内科，予防医学，予防医療，内科，内科一般，呼吸器内科，栄養療法，栄養療法・点滴療法，栄養療法外来，点滴外来，点滴療法,東京都,none,none,none,none,none,none,none
none,マリコ歯科クリニック,TEL 03-5368-0633,"アクセス
代々木駅すぐ",一般歯科，予防歯科，口腔外科，口腔外科、インプラント，歯周病科，歯科，歯科　こども歯科，歯科・口腔外科，歯科・歯科口腔外科，歯科口腔外科，歯科矯正歯科，点滴療法，矯正歯科，矯正歯科、一般歯科、口腔外科，矯正歯科、審美歯科，自由診療，非金属インプラント,東京都,none,none,none,none,none,none,none
none,下北沢西口クリニック,世田谷区代田6-1-21,03-3485-5580,内科，心療内科，血液内科,東京都,none,none,none,none,none,none,none
none,none,新宿区西新宿3－20－2東京オペラシティタワー7階,03-5353-7100,内科，漢方内科,東京都,none,none,none,none,none,none,none
none,ハートクリニック練馬春日町,練馬区春日町5-33-30メディカルガーデン春日町1F,03-5971-8550,呼吸器内科 循環器内科 消化器内科,東京都,none,none,none,none,none,none,none
none,楓クリニック ららぽーと立川立飛,立川市泉町935-1ららぽーと立川立飛1階　15100,0425125201,アレルギー科，内科，外科,東京都,none,none,none,none,none,none,none
https://www.iv-therapy.org/wp-content/uploads/2020/06/%E3%83%A9%E3%82%A6%E3%83%B3%E3%82%B7%E3%82%99.jpg,鎌倉元氣クリニック,鎌倉市小町2-12-30　ＢＭビル３Ｆ,0467-22-3000,ペインクリニック内科，内科，心療内科,神奈川県,"当院の名誉院長・柳澤厚生先生は、点滴療法研究会会長・国際オーソモレキュラー医学会会長として、高濃度ビタミンC点滴をはじめとする点滴療法を広く日本に普及しました。その理念を引き継ぎ、点滴療法を主体としながらも、個別化医療・多面的医療の観点から様々な方法を駆使したトータルヘルスケア・治療を行っています。
具体的には、分子整合医学と遺伝子分析を応用した食事・栄養指導、次世代ストレスマネジメントであるバイオフィードバック・ニューロフィードバック法などのレジリエンス療法、脳腸相関の観点から行うオーダーメイドプロバイオティクス療法、地下に併設したジムでのパーソナルトレーニング、身体の歪みを整える楽健術整体など、患者様のご要望に応じ適宜組み合わせて実施することが可能です。
メディカルディレクターという専門スタッフが、患者様のご希望にお応えする窓口として細やかな対応をさせて頂きます。
クリニックに滞在される時間をより快適に過ごして頂けるよう、設計の段階から配慮された特別な空間を味わって頂きたいと思います。","専門分野・得意とする点滴療法
元々の専門はペインクリニックですが、全人的なアプローチを志す過程で東洋医学や精神医学、温泉療法などを学びました。
現在は、点滴療法はもちろん、東洋医学やバイオフィードバック法、運動療法、腸内環境の適正化などを取り入れたトータルケアを行っています。
なかでも各々のレジリエンス（＝ストレスを乗り越える力）を高めるアプローチを大事にしており、この観点から点滴療法としては特にオゾン療法に力を入れています。
現在、日本医療・環境オゾン学会臨床研究部会長としてオゾン療法の指導・普及を行っています。
また、点滴療法研究会会長・柳澤厚生名誉院長より薫陶を受けた高濃度ビタミンC点滴も得意としています。","点滴や治療において心掛けていること
まず、患者様のお話をじっくりお伺いすることを大切にしています。10人の患者様がいらっしゃれば10人それぞれのストーリーがあります。
私たちはその物語（Narrative）を大切にし、寄り添う医療であるNBM（Narrative-based Medicine）を志しています。
治療方針についても十分な時間をかけて説明し、ご納得頂いた上で受けて頂くことを心掛けています。
サイエンスとしての根拠に基づいた医療（Evidence-based Medicine, EBM）はもちろん大切ですが、人間味溢れる医療ともいえるNBMとのバランスを重視して診療に当たっています。","来院を検討中の方へのメッセージ
健康増進やアンチエイジングを目的にご来院されるお客様には、例えば3ヶ月後にどんな自分になっていたいのか、具体的な目標を共に設計し成し遂げる喜びを共有させて頂きます。
また、ご病気でクリニックにお越しになる患者様は、多かれ少なかれ何らかの不安を抱えていらっしゃるものです。
私たちはその不安を安心に変えることを使命と考えています。
時には１人で考え込んでしまって気持ちが落ち込み辛い思いをされることもあるかと思いますが、そんなときこそ当院をご活用頂きたいと思います。不安を安心に変え、前向きで明るい気持ちを持ち続けていただけるように、私も含めたスタッフ全員で精一杯のフォローアップを心がけています。","高濃度ビタミンＣ点滴療法（がん治療）,高濃度ビタミンＣ点滴療法（アンチエイジング）,アルファリポ酸点滴療法,マイヤーズカクテル（ビタミン・ミネラル点滴）,グルタチオン点滴療法,キレーション療法(Ca-EDTA),プラセンタ療法,血液オゾン療法",http://www.spicclinic.com/,松村浩道　 日本医科大学卒業 勤務開始年　2017年
none,鎌倉元氣クリニック,TEL 0467-22-3000,"アクセス
鎌倉駅東口より徒歩7分",内科 心療内科 ペインクリニック内科,神奈川県,none,none,none,none,none,none,none
none,武蔵小杉内科・漢方・循環器,川崎市中原区下沼部1810-1シティハウス武蔵小杉2階,044-430-1248,内科一般，循環器内科， 漢方内科　漢方皮膚科,神奈川県,none,none,none,none,none,none,none
none,堀口クリニック,横浜市戸塚区上倉田町498-11第5吉本ビル1階,045-869-6464,呼吸器内科,神奈川県,none,none,none,none,none,none,none
none,綾瀬ライフスタイルクリニック,綾瀬市深谷中1-16-35HANDS+ 1階,0467-71-0307,循環器内科， 糖尿病内科,神奈川県,none,none,none,none,none,none,none
https://www.iv-therapy.org/wp-content/uploads/2020/08/4ad8f872d66a8e87a7d076daa25afddc.jpg,医療法人社団日輝会 うなやま整形外科,横浜市保土ケ谷区西谷町924-1,045-370-6800,整形外科,神奈川県,"横浜市保土ヶ谷区西谷の相鉄線西谷駅徒歩5分にある整形外科クリニックです。
整形外科疾患には、再生医療やエコーガイド下のサイレントマニュピレーション等の特殊な治療を提供しています。
疾患や外傷以外の不定愁訴や難病等にもアプローチすべく、点滴療法やオーソモレキュラー栄養療法を取り入れています。
医師だけでなく看護師・理学療法士・管理栄養士が力を合わせて、全人的医療をを提供いたします。
気軽にお問い合わせください。","専門分野・得意とする点滴療法
高濃度ビタミンC点滴療法
マイヤーズカクテル点滴療法
グルタチオン点滴療法
プラセンタ療法
オーソモレキュラー栄養療法","点滴や治療において心掛けていること
患者様に合わせて治療提案をしています。
運動療法や栄養指導なども、合わせてご提案いたします。","来院を検討中の方へのメッセージ
どこを受診しても原因が解らない、異常はないと言われたことは有りますか？
自律神経のバランスが乱れていたり、栄養素が不足して酸化や糖化が起こっている事が考えられます。
症状が進行する前に、是非ご相談ください。","高濃度ビタミンＣ点滴療法（がん治療）,高濃度ビタミンＣ点滴療法（アンチエイジング）,マイヤーズカクテル（ビタミン・ミネラル点滴）,グルタチオン点滴療法,プラセンタ療法,オーソモレキュラー栄養療法",http://www.unayamaseikei.com,宇南山 賢二
https://www.iv-therapy.org/wp-content/uploads/2022/09/96563EA6-BE3C-4FC5-A056-39393F98BD27-scaled.jpeg,none,神奈川県横浜市旭区二俣川1-5-38FSビル2F,045-489-3174,眼科,神奈川県,当院は各種点滴療法による、病気を未然に防ぐ予防医療とアンチエイジングに努めています。,"専門分野・得意とする点滴療法
高濃度ビタミンC点滴
マイヤーズカクテル
グルタチオン点滴","点滴や治療において心掛けていること
失われた視力は戻らないため、健康な目を点滴療法により延伸していくこと。","来院を検討中の方へのメッセージ
スマホやPCで目を酷使している方、40代以上で長年眼科受診されていない方は是非ご相談ください。","高濃度ビタミンＣ点滴療法（アンチエイジング）,マイヤーズカクテル（ビタミン・ミネラル点滴）,グルタチオン点滴療法,キレーション療法(Ca-EDTA),キレーション療法(Na-EDTA)",http://www.tsukahara-eye.com,塚原 正彦
none,たむらクリニック,川崎市中原区今井西町12-14,044-738-3855,内科，外科,神奈川県,none,none,none,none,none,none,none
none,ふるたクリニック,川崎市麻生区百合丘1-19-2司生堂ビル1階,044-959-5116,内科，外科，統合医療,神奈川県,none,none,none,none,none,none,none
none,パーク歯科クリニック,川崎市宮前区神木2-2-1宮崎台メディカルプラザB棟2F,044-870-1510,歯科,神奈川県,none,none,none,none,none,none,none
none,医療法人五星会 菊名記念病院,横浜市港北区菊名4-4-27,045-434-5600,美容皮膚科,神奈川県,none,none,none,none,none,none,none
none,日吉の森 内科クリニック,横浜市港北区箕輪町1-24-9　2F,045-755-7125,一般内科 呼吸器内科 アレルギー内科,神奈川県,none,none,none,none,none,none,none
none,グッドライフクリニック,横浜市都筑区中川中央1-39-44ツクイサンフォレスト横浜北203,045-913-1333,内科，糖尿病内科,神奈川県,none,none,none,none,none,none,none
none,たまプラーザ南口胃腸内科クリニック,横浜市青葉区新石川3-14-12,045-914-7666,内視鏡内科，消化器内科,神奈川県,none,none,none,none,none,none,none
none,もえぎの動物病院,横浜市青葉区柿の木台1-29,045-971-8524,none,神奈川県,none,none,none,none,none,none,none
none,ピーキッズしか室,横浜市鶴見区矢向5-3-23,045-580-7718,,神奈川県,none,none,none,none,none,none,none
none,研歯科クリニック,横浜市中区初音町3-63-3Bシティ横浜2階,045-241-6480,歯科,神奈川県,none,none,none,none,none,none,none
none,横浜弘明寺呼吸器内科・内科クリニック,横浜市南区 六ツ川1-81 FHCビル2F,045-306-8026,内科，呼吸器内科，小児科,神奈川県,none,none,none,none,none,none,none
none,none,横浜市磯子区森2-25-16,045-752-3026,内科 消化器内科,神奈川県,none,none,none,none,none,none,none
none,医療法人 ODC,横浜市金沢区大道2-16-3,045-780-5556,歯科,神奈川県,none,none,none,none,none,none,none
none,汐入ぱくクリニック,横須賀市汐入町2-40青柳ビル1階,046-826-4189,内科，在宅医療，在宅診療,神奈川県,none,none,none,none,none,none,none
none,高橋歯科医院,大和市上草柳7-8-7,046-200-4118,none,神奈川県,none,none,none,none,none,none,none
none,東戸塚ペットクリニック,横浜市戸塚区平戸町307-5第5笠原ビル1F,045-827-2702,イヌネコの一般診療，イヌネコの統合医療,神奈川県,none,none,none,none,none,none,none
none,善行団地石川医院,藤沢市善行団地3-16-1,0466-82-1377,内科,神奈川県,none,none,none,none,none,none,none
none,相武台脳神経外科,相模原市南区相武台1-23-9TKビル2F,046-258-2728,脳神経外科,神奈川県,none,none,none,none,none,none,none
none,アンジェス動物病院,茅ヶ崎市美住町1-32,0467-58-1002,イヌネコの一般診療，イヌネコの内科，イヌネコの統合医療，オーソモレキュラー栄養療法・点滴療法，小動物診療，犬、ネコ、ウサギ、フェレット、ハムスター，犬、猫、その他小動物の診療，獣医科,神奈川県,none,none,none,none,none,none,none
none,さえぐさ皮膚科クリニック,平塚市紅谷町17-25メディカルポート3F,0463-21-4512,美容皮膚科,神奈川県,none,none,none,none,none,none,none
none,五十嵐レディースクリニック,川崎市多摩区南生田4-6-6南生田医療モール1F,044-948-9100,婦人科，更年期外来，点滴療法，産婦人科，産科（外来検診）,神奈川県,none,none,none,none,none,none,none
none,いとう歯科クリニック,横浜市港北区大豆戸町212-1ラ・グランデ菊名1F102,045-439-6110,,神奈川県,none,none,none,none,none,none,none
none,白旗なのはなクリニック,藤沢市藤沢2-3-15トレアージュ白旗2F,0466-55-2511,内科,神奈川県,none,none,none,none,none,none,none
none,藤沢歯科,藤沢市南藤沢21-6-4F,0466-26-8541,歯科，矯正歯科,神奈川県,none,none,none,none,none,none,none
none,山岸クリニック相模大野,相模原市南区相模大野3-14-20TH&Cビル2F,042-705-8055,内分泌内科，内科，糖尿病内科,神奈川県,none,none,none,none,none,none,none
none,みつぼしクリニック,足柄上郡中井町北田525,0465-80-0404,在宅医療，在宅診療,神奈川県,none,none,none,none,none,none,none
none,ヒルズクリニック,三条市月岡1丁目23番43号,0256-64-7451,点滴療法,新潟県,none,none,none,none,none,none,none
none,ノエルデンタルクリニック万代,新潟市中央区万代4-1-6新潟あおばビル2F,025-243-6480,歯科,新潟県,none,none,none,none,none,none,none
none,羽賀心臓血管外科クリニック,新潟市中央区天神1-12-7LEXN1-2F,"アクセス
上越新幹線新潟駅西口出口（駅南方面）から徒歩３分",アンチエイジング,新潟県,none,none,none,none,none,none,none
none,クララクリニック,新潟市西区青山7-3-20-3,025-232-4134,アンチエイジング，点滴療法,新潟県,none,none,none,none,none,none,none
none,お元気でクリニック,見附市学校町2-13-76,0258-63-3800,心療内科，漢方内科，脳神経外科,新潟県,none,none,none,none,none,none,none
none,たかおクリニック,三条市東裏館2-21-36株式会社佐藤産業ビル3Ｆ,0256-47-1783,オーソモレキュラー栄養療法・点滴療法,新潟県,none,none,none,none,none,none,none
none,医療法人社団スマイルアートしのぶ歯科医院,富山市緑町1-1-1,,none,富山県,none,none,none,none,none,none,none
none,みたむら歯科医院,魚津市吉島423-17,0765-23-0477,歯科,富山県,none,none,none,none,none,none,none
none,ブナの杜歯科クリニック,富山市太田387-1,076-420-8227,none,富山県,none,none,none,none,none,none,none
none,浦田クリニック,金沢市広岡3丁目3番7号,0762-33-7020,内科,石川県,none,none,none,none,none,none,none
none,医療法人社団よつ葉会 金澤むさし歯科医院 金沢院,金沢市武蔵町1-14,076-222-0418,歯科,石川県,none,none,none,none,none,none,none
none,医療法人社団春風会 CLAIR DENTAL OFFICE,金沢市木ノ新保町1-1JR金沢駅　金沢百番街あんと西4F,076-232-9006,,石川県,none,none,none,none,none,none,none
none,とりい皮膚科クリニック,野々市市白山町6-9,076-294-7880,皮膚科・美容皮膚科,石川県,none,none,none,none,none,none,none
